genome id,genome name,gene contents,number of genes,GC content,taxonomy,genome size,Have multi-copy gene
OR168091.1,Hormidiella parvula,"['rps12', 'ycf12', 'ycf4', 'psaI', 'accD', 'chlI', 'atpA', 'atpF', 'atpH', 'atpI', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'psbM', 'ycf66', 'petN', 'psbD', 'psbC', 'cemA', 'petA', 'psbJ', 'psbL', 'psbF', 'psbE', 'psbZ', 'atpE', 'atpB', 'rbcL', 'rpl20', 'rps18', 'rpl33', 'psaJ', 'ftsH', 'orf621', 'psbA', 'ycf62', 'petG', 'ycf3', 'rps4', 'rps12', 'clpP', 'psbB', 'psbT', 'psbN', 'psbH', 'petB', 'petD', 'psbI', 'psbK', 'chlB', 'psaA', 'psaB', 'rps14', 'rpl12', 'rpoA', 'rps11', 'rpl36', 'infA', 'rps8', 'rpl5', 'rpl14', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'ndhJ', 'ndhC', 'rpl19', 'orf357', 'odpB', 'ndhB', 'rps7', 'orf385', 'ycf65', 'minD', 'ycf20', 'chlL', 'chlN', 'ndhF', 'ndhD', 'psaC', 'ndhE', 'ndhG', 'ndhI', 'ndhA', 'ndhH', 'ycf1', 'ccsA', 'minD', 'ycf65', 'orf385', 'rps7', 'ndhB', 'odpB']",97,0.547029374594153,"['Eukaryota', 'Viridiplantae', 'Streptophyta', 'Klebsormidiophyceae', 'Klebsormidiales', 'Klebsormidiales incertae sedis', 'Hormidiella']",143219,True
MF101446.1,Gredgaria maugeana,"['ycf46', 'rpl34', 'ycf37', 'ycf52', 'psaF', 'psaJ', 'apcD', 'fabH', 'psbX', 'accD', 'psbV', 'petJ', 'carA', 'ycf53', 'ycf55', 'ycf54', 'lysR', 'psbY', 'rpl32', 'rnz', 'rpl21', 'rpl27', 'rne', 'psbA', 'ycf35', 'dsbD', 'ccs1', 'trpG', 'thiG', 'ycf60', 'rps6', 'psaM', 'orf38', 'chlI', 'ycf63', 'psbE', 'psbF', 'psbL', 'psbJ', 'psaI', 'ftrB', 'psb30', 'tilS', 'trpA', 'secA', 'ycf21', 'pgmA', 'cpcA', 'cpcB', 'rpoZ', 'gltB', 'psaC', 'ycf23', 'ycf22', 'accA', 'psaK', 'ccs1', 'cpeA', 'cpeB', 'nblA', 'cpcG', 'ycf20', 'apcF', 'ConsOrf2', 'ycf80', 'rps4', 'infC', 'ilvH', 'ycf34', 'cbbX', 'rbcS', 'rbcL', 'trxA', 'rpl28', 'ConsOrf1', 'psaL', 'petL', 'ycf4', 'ConsOrf5', 'cemA', 'ycf58', 'psbI', 'ycf39', 'ConsOrf4', 'sufB', 'sufC', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'rpl33', 'rps18', 'infB', 'ycf3', 'atpB', 'atpE', 'apcB', 'apcA', 'apcE', 'tatC', 'petA', 'odpB', 'odpA', 'preA', 'rpl20', 'rpl35', 'pbsA', 'bas1', 'ycf36', 'secG', 'petM', 'petN', 'acsF', 'psaD', 'acpP', 'ycf45', 'petP', 'accB', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'psbZ', 'dnaK', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'petF', 'orf37', 'ycf38', 'psbB', 'psbT', 'psbN', 'psbH', 'psaE', 'ftsH', 'argB', 'ycf33', 'ilvB', 'rpl19', 'clpC', 'dnaB', 'rpl9', 'moeB', 'rpl11', 'rpl1', 'rpl12', 'petD', 'petB', 'ntcA', 'ycf29', 'thiS', 'rps1', 'syfB', 'psbW', 'syh', 'groEL', 'ConsOrf3', 'ycf65', 'rps16', 'ycf19', 'upp', 'orf40', 'psbC', 'psbD', 'ompR', 'orf42']",202,0.27620453950032153,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Rhodymeniophycidae', 'Ceramiales', 'Rhodomelaceae', 'Herposiphonieae', 'Gredgaria']",167948,True
OR909680.1,Mazzaella laminarioides,"['ycf45', 'acpP', 'psaD', 'acsF', 'petN', 'petM', 'secG', 'ycf36', 'bas1', 'pbsA', 'rpl35', 'rpl20', 'preA', 'pdhA', 'pdhB', 'petA', 'tatC', 'apcE', 'apcA', 'apcB', 'atpE', 'atpB', 'ycf3', 'infB', 'rps18', 'rpl33', 'rps20', 'rpoB', 'rpoC1', 'rpoC2', 'rps2', 'tsf', 'atpI', 'atpH', 'atpG', 'atpF', 'atpD', 'atpA', 'sufC', 'sufB', 'ycf92', 'ycf39', 'ycf41', 'psbI', 'ycf58', 'cemA', 'ycf4', 'petL', 'psaL', 'rpl28', 'trxA', 'rbcL', 'rbcS', 'cbbX', 'ycf34', 'ilvH', 'infC', 'rps4', 'ycf80', 'ycf57', 'ycf91', 'apcF', 'ycf20', 'cpcG', 'nblA', 'cpeB', 'cpeA', 'ccsA', 'psaK', 'accA', 'ycf22', 'ycf23', 'psaC', 'gltB', 'rpoZ', 'cpcB', 'cpcA', 'pgmA', 'ycf21', 'secA', 'trpA', 'tilS', 'ycf64', 'psb30', 'ftrB', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf63', 'chlI', 'psaM', 'ycf46', 'rpl34', 'ycf37', 'ycf52', 'psaF', 'psaJ', 'apcD', 'fabH', 'psbX', 'accD', 'psbV', 'petJ', 'carA', 'ycf53', 'ycf55', 'ycf54', 'rbcR', 'psbY', 'rpl32', 'ycf56', 'rpl21', 'rpl27', 'rne', 'psbA', 'ycf35', 'ccdA', 'ccs1', 'trpG', 'thiG', 'ycf60', 'rps6', 'ycf27', 'psbD', 'psbC', 'ycf17', 'upp', 'ycf19', 'rps16', 'ycf65', 'groEL', 'hisS', 'psb28', 'syfB', 'rps1', 'thiS', 'ycf29', 'ntcA', 'petB', 'petD', 'rpl12', 'rpl1', 'rpl11', 'moeB', 'rpl9', 'dnaB', 'clpC', 'rpl19', 'ilvB', 'ycf33', 'argB', 'ftsH', 'psaE', 'psbH', 'psbN', 'psbT', 'psbB', 'ycf38', 'petF', 'rps10', 'tufA', 'rps7', 'rps12', 'rpl31', 'rps9', 'rpl13', 'rpoA', 'rps11', 'rps13', 'rpl36', 'secY', 'rps5', 'rpl18', 'rpl6', 'rps8', 'rpl5', 'rpl24', 'rpl14', 'rps17', 'rpl29', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'rpl4', 'rpl3', 'dnaK', 'psbZ', 'psbK', 'petG', 'rps14', 'psaB', 'psaA', 'accB', 'ycf86']",199,0.29001133489304437,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Rhodymeniophycidae', 'Gigartinales', 'Gigartinaceae', 'Mazzaella']",179093,False
NC_027269.1,Euglenaria anabaena,"['chlI', 'psbD', 'psbC', 'mat2', 'ycf13', 'psbA', 'mat5', 'ycf65', 'psaM', 'psb30', 'psbK', 'psaI', 'rps4', 'rps11', 'rpoC2', 'rpoC1', 'rpoB', 'psbB', 'psbT', 'psbH', 'psbN', 'petB', 'atpB', 'atpE', 'rbcL', 'rpl32', 'psaC', 'rps9', 'rpl12', 'psbZ', 'rpoA', 'psaJ', 'rps18', 'atpA', 'atpF', 'atpH', 'atpI', 'rps2', 'rps14', 'rpl36', 'rps8', 'rpl5', 'rpl14', 'rpl16', 'roaA', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'psbJ', 'psbL', 'psbF', 'psbE', 'psaB', 'psaA', 'petG', 'psbI', 'rpl20', 'rps12', 'rps7', 'tufA', 'ycf4']",63,0.2798942217500876,"['Eukaryota', 'Discoba', 'Euglenozoa', 'Euglenida', 'Spirocuta', 'Euglenophyceae', 'Euglenales', 'Euglenaceae', 'Euglenaria']",88487,False
KF285526.1,Ostreococcus tauri,"['psbC', 'psbD', 'psbT', 'psbB', 'rpl36', 'orf537', 'rpl32', 'clpP', 'atpE', 'atpB', 'psaC', 'petB', 'psbJ', 'psbL', 'psbF', 'psbE', 'orf1260', 'psbH', 'psbN', 'rps4', 'ycf3', 'rps18', 'rps12', 'rps7', 'tufA', 'rpoB', 'rpoC1', 'rpoC2', 'rps2', 'psbA', 'ycf9', 'rpl23', 'rpl2', 'rps19', 'rps3', 'rpl16', 'rpl14', 'rpl5', 'rps8', 'infA', 'rps11', 'rpoA', 'rps9', 'atpI', 'atpH', 'atpF', 'atpA', 'rps14', 'petA', 'psaB', 'psaA', 'psaI', 'ycf12', 'psaM', 'rpl20', 'psbK', 'psbI', 'psaJ', 'rbcL', 'petG', 'psbA']",61,0.39966825902335457,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'Mamiellophyceae', 'Mamiellales', 'Bathycoccaceae', 'Ostreococcus']",75360,True
NC_039527.1,Glaukea argentea,"['chlB', 'rps4', 'psaJ', 'petL', 'rps2', 'atpI', 'atpH', 'atpF', 'atpA', 'ycf4', 'chlI', 'psbA', 'psaA', 'orf306', 'chlL', 'chlN', 'psbJ', 'psbL', 'psbF', 'psbE', 'clpP', 'petD', 'petB', 'rps14', 'atpB', 'atpE', 'cemA', 'psbN', 'psbK', 'psb30', 'psaM', 'ftsH', 'psbM', 'orf356', 'rpoA', 'rps11', 'rpl36', 'infA', 'rps8', 'rpl5', 'rpl14', 'rpl16', 'rps3', 'rps19', 'rpl2', 'rpl23', 'petA', 'psaI', 'petG', 'rbcL', 'rps12', 'rps7', 'accD', 'tufA', 'orf423', 'rpl19', 'rpl32', 'rps9', 'rpoC1', 'rpoC2', 'psaB', 'psbZ', 'orf103', 'orf271', 'orf112', 'orf115', 'orf101', 'ycf3', 'rps18', 'rpl20', 'psbI', 'psbH', 'psbT', 'psbB', 'cysA', 'ccs1', 'ycf1', 'cysT', 'rpoB', 'rpoB', 'psbD', 'psbC', 'psaC', 'ycf20', 'orf138', 'orf115', 'orf109', 'orf121']",88,0.2999945388018131,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'Ulvophyceae', 'TCBD clade', 'Bryopsidales', 'Halimedineae', 'Halimedaceae', 'Udoteae', 'Glaukea']",91555,True
MF101419.1,Bostrychia moritziana,"['ycf46', 'rpl34', 'ycf37', 'ycf52', 'psaF', 'psaJ', 'orf33', 'apcD', 'fabH', 'psbX', 'accD', 'psbV', 'petJ', 'carA', 'ycf53', 'ycf55', 'ycf54', 'lysR', 'psbY', 'rpl32', 'rnz', 'rpl21', 'rpl27', 'rne', 'psbA', 'ycf35', 'dsbD', 'ccs1', 'trpG', 'thiG', 'ycf60', 'rps6', 'psaM', 'chlI', 'ycf63', 'psbE', 'psbF', 'psbL', 'psbJ', 'psaI', 'ftrB', 'psb30', 'tilS', 'trpA', 'secA', 'ycf21', 'pgmA', 'orf44', 'cpcA', 'cpcB', 'orf34', 'rpoZ', 'gltB', 'psaC', 'ycf23', 'ycf22', 'accA', 'psaK', 'ccs1', 'cpeA', 'cpeB', 'nblA', 'cpcG', 'ycf20', 'apcF', 'orf35c', 'ycf80', 'rps4', 'infC', 'ilvH', 'ycf34', 'cbbX', 'rbcS', 'rbcL', 'orf35', 'trxA', 'rpl28', 'ConsOrf1', 'psaL', 'petL', 'ycf4', 'ConsOrf5', 'cemA', 'ycf58', 'psbI', 'ycf39', 'ConsOrf4', 'sufB', 'sufC', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'orf35b', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'rpl33', 'rps18', 'infB', 'ycf3', 'atpB', 'atpE', 'apcB', 'apcA', 'apcE', 'tatC', 'petA', 'odpB', 'odpA', 'preA', 'rpl20', 'rpl35', 'pbsA', 'bas1', 'ycf36', 'secG', 'petM', 'petN', 'acsF', 'psaD', 'acpP', 'ycf45', 'petP', 'accB', 'orf36', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'psbZ', 'dnaK', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'petF', 'ycf38', 'psbB', 'psbT', 'psbN', 'psbH', 'psaE', 'ftsH', 'argB', 'ycf33', 'ilvB', 'rpl19', 'clpC', 'dnaB', 'rpl9', 'moeB', 'rpl11', 'rpl1', 'rpl12', 'petD', 'petB', 'orf40', 'orf61', 'orf81', 'orf39', 'orf42', 'orf70', 'orf120', 'orf44b', 'ntcA', 'ycf29', 'thiS', 'rps1', 'syfB', 'psbW', 'syh', 'orf34b', 'groEL', 'ConsOrf3', 'ycf65', 'rps16', 'ycf19', 'upp', 'psbC', 'psbD', 'ompR', 'orf43']",214,0.2840058224163028,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Rhodymeniophycidae', 'Ceramiales', 'Rhodomelaceae', 'Bostrychia']",171750,True
NC_044785.1,Nitzschia alba,"['rpl12', 'rpl1', 'rpl11', 'rpl19', 'tatC', 'atpE', 'atpB', 'rpl33', 'rps20', 'rpoB', 'rpoC1', 'rpoC2', 'rps2', 'sufB', 'sufC', 'atpI', 'atpH', 'atpA', 'atpF', 'atpG', 'atpD', 'rps7', 'rps12', 'rpl31', 'rps9', 'rpl13', 'rpoA', 'rps11', 'rps13', 'rpl36', 'secY', 'rps5', 'rpl18', 'rpl6', 'rps8', 'rpl5', 'rpl14', 'rps17', 'rpl29', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'rpl4', 'rpl3', 'dnaK', 'rps4', 'rps16', 'rpl21', 'rpl27', 'secA', 'rpl34', 'rpl32', 'clpC', 'tufA', 'rpl35', 'rpl20', 'rps10', 'ORF1', 'rps14', 'ycf90', 'ycf89']",64,0.2490017544921048,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Nitzschia']",66116,False
NC_058668.1,Hydropuntia urvillei,"['rps6', 'ycf60', 'thiG', 'trpG', 'ccs1', 'dsbD', 'ycf35', 'psbA', 'rne', 'rpl27', 'rpl21', 'rnz', 'rpl32', 'psbY', 'lysR', 'ycf54', 'ycf55', 'ycf53', 'carA', 'petJ', 'psbV', 'accD', 'psbX', 'fabH', 'apcD', 'psaJ', 'psaF', 'ycf52', 'ycf37', 'rpl34', 'ycf46', 'psaM', 'chlI', 'ycf63', 'dfr', 'psbE', 'psbF', 'psbL', 'psbJ', 'psaI', 'ftrB', 'ycf12', 'ycf62', 'trpA', 'secA', 'ycf21', 'pgmA', 'cpcA', 'cpcB', 'ycf61', 'gltB', 'psaC', 'ycf22', 'accA', 'psaK', 'ccsA', 'cpeA', 'cpeB', 'nblA', 'cpcG', 'ycf20', 'apcF', 'orf378', 'orf441', 'rps4', 'infC', 'ilvH', 'ycf34', 'cbbX', 'rbcS', 'rbcL', 'trxA', 'rpl28', 'orf442', 'psaL', 'petL', 'ycf4', 'orf1819', 'orf180', 'cemA', 'orf1804', 'ycf58', 'psbI', 'ycf41', 'ycf39', 'orf242', 'sufB', 'sufC', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'rpl33', 'rps18', 'infB', 'ycf3', 'atpB', 'atpE', 'apcB', 'apcA', 'apcE', 'tatC', 'petA', 'odpB', 'odpA', 'preA', 'rpl20', 'rpl35', 'bas1', 'ycf36', 'secG', 'petM', 'petN', 'ycf59', 'psaD', 'acpP', 'ycf45', 'accB', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'psbZ', 'dnaK', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'orf117', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'petF', 'ycf38', 'psbB', 'psbT', 'psbN', 'psbH', 'psaE', 'ftsH', 'argB', 'ycf33', 'ilvB', 'rpl19', 'dnaB', 'clpC', 'psbW', 'syfB', 'rps1', 'thiS', 'ycf29', 'ntcA', 'petB', 'petD', 'rpl12', 'rpl1', 'rpl11', 'moeB', 'rpl9', 'syh', 'groEL', 'orf1186', 'ycf65', 'rps16', 'ycf19', 'orf184', 'ycf17', 'psbC', 'psbD', 'ompR']",200,0.28107765416098607,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Rhodymeniophycidae', 'Gracilariales', 'Gracilariaceae', 'Hydropuntia']",178239,False
NC_025526.1,Watanabea reniformis,"['orf200', 'orf221', 'ycf62a', 'accD', 'cysA', 'clpP', 'ycf1', 'psbM', 'psaI', 'atpE', 'atpB', 'cysT', 'rpl32', 'rps4', 'cemA', 'rpl23', 'rpl2', 'rps19', 'rps3', 'rpl16', 'rpl14', 'rpl5', 'rps8', 'infA', 'rpl36', 'rps11', 'rpoA', 'rps9', 'rpl12', 'rps2', 'atpI', 'atpH', 'atpF', 'atpA', 'minD', 'psbD', 'psbC', 'orf193', 'rps12', 'rps7', 'tufA', 'rpl19', 'psaJ', 'psaA', 'psaB', 'rpl20', 'rps18', 'rps14', 'ftsH', 'psbK', 'psaM', 'ycf12', 'psbB', 'psbT', 'psbN', 'psbH', 'ycf4', 'petB', 'orf549', 'petD', 'psaC', 'psbI', 'rbcL', 'chlL', 'chlN', 'psbZ', 'ycf47', 'petG', 'petL', 'ycf3', 'ycf20', 'rpoB', 'rpoC1', 'rpoC2a', 'rpoC2b', 'ycf62b', 'ccsA', 'psbA', 'orf133', 'orf192', 'chlI', 'petA', 'psbE', 'psbF', 'psbL', 'psbJ', 'chlB']",87,0.4120292912994911,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'core chlorophytes', 'Trebouxiophyceae', 'Watanabeales', 'Watanabea']",201425,False
NC_029669.1,Pseudomuriella schumacherensis,"['rps2', 'infA', 'psbB', 'psbT', 'psbN', 'psbH', 'psbK', 'rpl20', 'ftsH', 'rpoBb', 'rpoBa', 'psbF', 'psbL', 'chlN', 'rps3', 'rpoC2', 'rps7', 'atpE', 'chlB', 'ycf12', 'psaA', 'psaC', 'petL', 'psbD', 'petG', 'rps12', 'psaJ', 'atpI', 'psbJ', 'rps11', 'rbcL', 'psbC', 'atpF', 'atpH', 'psbA', 'rpl12', 'cemA', 'psbI', 'atpA', 'petD', 'petA', 'rpl36', 'chlL', 'ycf3', 'ycf4', 'rps9', 'psbE', 'rps14', 'rps19', 'rpl2', 'rpl23', 'petB', 'rps18', 'atpB', 'rpoA', 'tufA', 'rpoC1', 'clpP', 'rps4', 'psaB', 'ccsA', 'psbZ', 'psbM', 'rps8', 'rpl5', 'rpl14', 'rpl16', 'ycf1', 'psbA']",69,0.31239307124348215,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'core chlorophytes', 'Chlorophyceae', 'CS clade', 'Sphaeropleales', 'Pseudomuriellaceae', 'Pseudomuriella']",220357,True
OK729591.1,Haslea karadagensis,"['atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'psaB', 'psaA', 'psaJ', 'psaF', 'psbI', 'ycf41', 'ycf39', 'cbbX', 'psaL', 'petL', 'ycf4', 'psbE', 'psbF', 'psbL', 'psbJ', 'ycf90', 'psbZ', 'ycf12', 'psbC', 'psbD', 'psaI', 'psbK', 'petG', 'orf125a', 'ycf33', 'petM', 'petN', 'psbH', 'psbN', 'psbT', 'psbB', 'rps14', 'psaM', 'chlI', 'secG', 'petD', 'petB', 'psaD', 'rpl12', 'rpl1', 'rpl11', 'dnaB', 'psbX', 'ycf66', 'psbV', 'rpl19', 'petF', 'petA', 'tatC', 'atpE', 'atpB', 'ycf3', 'rps18', 'rpl33', 'rps20', 'rpoB', 'rpoC1', 'rpoC2', 'rps2', 'rbcS', 'rbcL', 'sufB', 'sufC', 'ftsH', 'psaE', 'bas1', 'rpl35', 'rpl20', 'ycf45', 'ycf89', 'psbY', 'psaC', 'ccsA', 'rps6', 'thiG', 'ycf35', 'rps16', 'rps4', 'thiS', 'syfB', 'psb28', 'groEL', 'dnaK', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'ycf88', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'clpC', 'psbA', 'ccs1', 'ycf46', 'rpl34', 'secA', 'rpl27', 'rpl21', 'rbcR', 'rpl32', 'psbY', 'ycf89']",131,0.3135074995879347,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Naviculales', 'Naviculaceae', 'Haslea']",121340,True
LC648955.1,Chroomonas collegionis,"['groEL', 'ycf65', 'rps16', 'ycf19', 'hlip', 'psbC', 'psbD', 'ycf27', 'rps6', 'psbA', 'cpeB', 'ccsA', 'psaK', 'psaC', 'ycf61', 'secA', 'rpl34', 'ycf46', 'ycf35', 'ccs1', 'minD', 'minE', 'rpl32', 'psbY', 'rbcR', 'rpl27', 'rpl21', 'psaM', 'chlI', 'ycf26', 'rps4', 'rbcL', 'rbcS', 'cbbX', 'ilvH', 'rne', 'psbV', 'psbX', 'psaJ', 'psaF', 'ycf37', 'ycf12', 'ftrB', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf4', 'petL', 'psaL', 'cemA', 'psbI', 'ycf39', 'ycf24', 'ycf16', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'rpl33', 'rps18', 'infB', 'ycf3', 'atpB', 'atpE', 'tatC', 'petA', 'rpl20', 'rpl35', 'pbsA', 'petN', 'petM', 'secG', 'ycf36', 'psaD', 'psbZ', 'psbK', 'petG', 'rps14', 'psaB', 'psaA', 'acpP', 'hlpA', 'dnaK', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'petF', 'psbB', 'psbT', 'psbN', 'psbH', 'psaE', 'ftsH', 'ycf33', 'ilvB', 'rpl19', 'clpC', 'dnaB', 'rpl11', 'rpl1', 'rpl12', 'petD', 'petB', 'ycf29', 'psbW']",141,0.34743002062396605,"['Eukaryota', 'Cryptophyceae', 'Pyrenomonadales', 'Chroomonadaceae', 'Chroomonas']",137219,False
MW762687.1,Ishige okamurae,"['ycf37', 'psaM', 'chlI', 'petB', 'petD', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'rbcS', 'rbcL', 'ycf34', 'ilvH', 'rpl20', 'rpl35', 'ycf42', 'acsF', 'petN', 'petM', 'ycf47', 'rpl19', 'rpl27', 'psbX', 'ycf66', 'psbV', 'petJ', 'ccsA', 'chlL', 'chlN', 'psaF', 'psaJ', 'petA', 'tatC', 'atpE', 'atpB', 'ycf3', 'rps18', 'rpl33', 'clpC', 'psaC', 'psbA', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'psaD', 'chlB', 'ORF76', 'ccs1', 'ycf46', 'rpl34', 'secA', 'ycf54', 'thiG', 'psbI', 'dnaK', 'groEL', 'psbY', 'rbcR', 'psaL', 'petL', 'ycf4', 'psbE', 'psbF', 'psbL', 'psbJ', 'psaI', 'ftrB', 'ycf12', 'cbbx', 'ycf19', 'rps16', 'ycf65', 'rps4', 'ilvB', 'ycf33', 'ycf39', 'ycf41', 'psbC', 'psbD', 'sufC', 'sufB', 'ycf35', 'rps1', 'psb28', 'rpl9', 'dnaB', 'rpl11', 'rpl1', 'rpl12', 'petF', 'psbB', 'psbT', 'psbN', 'psbH', 'ftsH', 'psaE', 'rps10', 'tufA', 'rps7', 'rps12', 'rpl31', 'rps9', 'rpl13', 'rpoA', 'rps11', 'rps13', 'rpl36', 'secY', 'rps5', 'rpl18', 'rpl6', 'rps8', 'rpl5', 'rpl24', 'rpl14', 'rps17', 'rpl29', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'rpl4', 'rpl3', 'rpl21']",136,0.33484629350401574,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'PX clade', 'Phaeophyceae', 'Ectocarpales', 'Ishigeaceae', 'Ishige']",129988,False
OK149078.1,Alaria esculenta,"['ycf17', 'ycf37', 'psaM', 'chlI', 'petB', 'petD', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'psaD', 'chlB', 'ycf60', 'ccs1', 'ycf46', 'rpl34', 'secA', 'ycf54', 'thiG', 'psbI', 'dnaK', 'groEL', 'petJ', 'psbV', 'ycf66', 'psbX', 'rpl27', 'rpl19', 'SecG', 'petM', 'petN', 'acsF', 'ahpC', 'rpl35', 'rpl20', 'ilvH', 'ycf34', 'rbcL', 'rbcS', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'ccsA', 'chlL', 'chlN', 'psaF', 'psaJ', 'ocf525', 'petA', 'tatC', 'atpE', 'atpB', 'ycf3', 'rps18', 'rpl33', 'clpC', 'psaC', 'psbA', 'cbbx', 'ycf12', 'ftrB', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf4', 'petL', 'psaL', 'rbcR', 'psbY', 'rpl32', 'rpl21', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'psaE', 'ftsH', 'psbH', 'pbf1', 'psbT', 'psbB', 'petF', 'rpl12', 'rpl1', 'rpl11', 'dnaB', 'rpl9', 'psbW', 'syfB', 'rps1', 'thiS', 'ycf35', 'sufB', 'sufC', 'psbD', 'psbC', 'ycf41', 'ycf39', 'ycf33', 'ilvB', 'rps4', 'ycf65', 'rps16', 'ycf19']",141,0.31217506489131186,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'PX clade', 'Phaeophyceae', 'Laminariales', 'Alariaceae', 'Alaria']",130603,False
